500 5000
129 381 61
416 22 6
173 431 32
65 395 55
228 14 3
349 304 52
178 97 55
70 263 48
122 204 61
412 103 69
114 370 10
474 487 48
276 96 18
234 354 69
333 308 43
476 437 29
480 38 60
101 426 23
210 362 10
52 68 35
68 425 1
25 180 53
325 436 100
83 357 83
239 290 5
137 459 81
478 232 13
128 419 34
185 374 90
242 177 28
432 471 53
69 170 92
24 497 62
400 475 92
271 154 53
188 418 10
51 155 76
42 117 17
148 78 48
418 393 33
424 97 35
234 393 45
267 472 98
422 387 23
411 42 93
63 324 62
69 500 57
136 81 60
139 70 8
143 316 15
14 175 36
66 250 79
163 448 49
165 149 49
477 400 17
94 294 4
86 108 14
291 96 100
358 95 64
408 306 39
269 351 29
446 258 58
256 402 52
242 194 49
24 456 38
278 33 96
274 92 30
332 231 45
181 299 50
123 213 20
335 211 94
91 71 70
281 416 90
225 448 21
27 162 7
56 350 89
245 490 71
129 224 21
31 408 4
354 143 22
60 218 86
3 107 70
54 311 67
249 352 13
396 487 41
488 329 82
59 79 7
223 262 79
144 401 63
423 325 24
318 327 9
275 280 45
157 469 4
360 111 39
354 319 39
309 220 18
342 10 59
118 396 16
120 298 50
284 158 69
176 173 83
250 267 81
29 106 53
295 475 1
152 116 50
274 154 69
235 51 35
247 364 27
457 81 9
245 284 74
363 276 5
247 109 95
400 201 5
303 82 15
111 141 93
273 498 59
240 493 21
461 445 6
113 488 46
379 383 88
383 362 61
88 146 100
8 147 48
148 467 86
323 451 39
131 270 17
202 360 62
422 163 93
39 390 68
264 341 11
78 395 82
39 429 10
437 441 72
66 16 32
245 143 22
457 339 71
251 173 90
254 495 7
41 166 38
490 42 25
389 314 33
156 103 71
186 487 68
132 471 40
403 89 60
257 189 86
493 425 31
274 93 5
458 36 5
290 495 10
95 424 27
19 476 33
430 96 18
237 355 3
154 103 14
206 393 11
216 364 75
464 413 72
117 369 17
476 257 82
128 410 33
192 214 8
380 171 16
43 327 20
282 186 50
53 174 67
454 392 82
321 424 17
342 422 90
289 45 3
12 396 35
193 128 28
246 352 33
25 439 28
167 91 67
135 111 75
138 279 48
104 128 81
203 15 34
9 283 79
372 109 2
487 248 98
56 102 13
192 28 26
91 434 73
13 390 75
269 1 36
493 367 41
496 417 79
144 461 62
225 314 97
200 351 36
282 130 86
285 259 72
377 26 83
240 249 23
352 398 93
242 303 89
265 73 39
274 207 45
105 194 44
423 145 19
256 123 99
431 271 78
433 205 30
167 403 61
254 147 39
426 260 26
451 109 12
417 487 38
35 184 88
455 17 67
271 342 98
228 289 8
83 152 87
248 307 23
405 464 58
476 179 41
15 51 68
377 188 78
436 396 16
363 332 8
348 407 89
62 40 34
38 382 38
155 161 39
189 480 86
492 411 99
334 428 88
495 59 86
398 204 92
165 335 69
228 123 57
335 363 25
353 242 50
252 359 68
405 280 3
258 453 19
45 133 1
89 436 16
221 210 56
485 198 7
244 96 48
15 406 13
57 434 24
213 30 24
115 342 7
165 364 96
223 238 52
38 478 57
371 139 4
434 322 37
350 452 84
138 216 56
445 150 69
210 417 58
163 314 47
340 387 96
419 68 26
421 296 59
174 485 72
132 83 34
78 159 76
32 366 75
452 201 80
214 466 15
475 18 59
419 458 58
392 43 65
435 491 44
116 493 18
429 485 27
107 463 84
307 436 20
296 331 64
493 383 60
124 357 80
377 275 89
322 24 34
7 39 37
269 479 79
16 124 22
208 398 94
16 454 94
144 136 23
233 441 88
27 226 7
433 242 10
430 76 62
30 142 65
345 304 92
294 143 96
62 107 92
489 22 60
254 269 15
75 332 43
268 133 24
27 413 54
43 224 2
155 160 93
427 470 6
459 314 53
400 166 12
59 483 46
139 227 11
72 480 33
215 297 44
5 279 100
30 162 68
417 12 93
86 414 82
43 53 38
112 405 88
130 396 74
271 256 85
291 81 14
10 132 16
19 227 58
158 488 17
135 289 20
84 60 29
335 352 64
422 356 15
315 396 60
172 39 13
230 147 53
12 477 95
6 257 52
161 79 41
162 373 34
234 304 15
347 335 85
142 231 53
288 470 74
413 35 93
394 468 40
487 396 32
160 313 82
435 459 78
433 154 23
441 63 56
338 70 31
180 17 46
240 341 22
18 59 20
100 465 69
415 453 24
256 132 33
452 279 46
410 140 87
334 84 50
184 344 69
457 72 65
271 116 80
287 362 43
201 29 65
278 348 83
221 441 59
282 450 30
472 389 79
383 225 65
494 33 33
243 410 84
347 76 12
347 117 70
454 258 92
140 202 45
180 365 28
12 157 71
68 94 82
406 463 49
277 264 93
404 193 32
314 143 28
210 86 99
68 1 88
196 431 40
47 402 20
138 166 16
264 283 78
293 68 30
293 248 80
394 176 89
310 126 69
367 189 10
57 374 39
181 396 4
31 112 65
43 347 3
166 34 49
203 74 64
336 301 92
372 269 3
435 210 32
124 183 37
234 224 15
154 270 51
455 64 14
398 255 28
174 145 94
208 287 76
63 82 2
425 229 84
7 311 100
158 183 54
144 215 82
292 185 25
500 412 18
15 192 61
419 16 82
479 377 35
404 314 11
451 468 68
133 379 5
164 417 86
23 443 69
209 192 65
162 294 2
487 449 59
7 467 12
335 301 32
196 67 77
250 231 56
14 464 50
285 79 86
232 172 33
484 308 70
23 244 23
302 93 72
379 126 97
459 239 74
62 233 91
288 21 36
341 251 84
98 335 36
56 67 54
474 75 21
92 325 53
489 210 8
147 72 83
199 188 49
271 168 89
22 126 41
259 30 22
128 306 80
470 134 49
473 21 24
423 444 39
440 237 71
274 198 11
447 213 86
466 262 30
280 174 33
208 217 15
39 161 39
305 389 56
158 54 95
117 473 65
431 437 68
303 63 53
128 235 64
62 107 91
61 264 35
212 453 20
137 414 37
457 155 61
52 344 70
191 411 9
370 146 97
13 18 8
323 156 36
348 122 53
221 443 22
327 202 31
500 126 30
351 491 6
144 263 34
37 39 58
98 485 4
19 273 85
13 214 15
236 31 84
130 38 7
133 134 76
260 167 35
462 142 40
132 340 44
214 291 47
251 172 29
359 345 82
233 278 31
403 155 20
230 303 97
341 423 39
9 444 14
235 171 95
242 362 48
68 183 92
360 428 70
500 51 82
207 262 72
162 445 17
351 367 80
320 171 14
399 482 46
304 142 31
136 46 47
383 426 85
474 276 85
72 334 54
25 471 4
438 49 76
38 459 88
14 85 41
366 263 92
312 112 55
439 106 29
70 384 90
457 381 12
397 214 4
372 223 28
109 309 90
47 240 19
244 453 1
249 452 1
206 436 56
194 38 47
205 322 42
21 152 25
172 17 92
305 416 84
400 415 67
500 231 40
485 83 47
358 138 56
375 128 62
84 37 83
295 206 68
227 380 80
9 346 65
493 474 33
301 245 58
319 253 88
352 318 77
264 406 45
488 24 55
150 278 21
398 36 34
75 61 63
380 393 42
19 452 40
429 383 56
267 312 47
38 79 48
347 445 92
107 102 12
323 432 33
278 96 85
211 192 93
207 422 20
434 143 50
436 320 30
223 93 63
16 224 30
410 351 33
176 364 47
348 400 79
243 34 7
232 198 95
401 81 65
482 398 12
295 131 31
340 232 18
338 22 76
220 157 61
70 299 86
59 370 81
57 154 6
130 388 40
423 285 46
108 357 17
128 266 61
139 186 13
166 261 54
255 224 6
63 453 23
45 226 1
53 374 25
314 237 26
307 313 62
114 64 48
160 141 73
16 243 65
398 140 29
264 205 66
265 247 92
90 46 67
125 118 17
363 452 34
140 90 24
364 351 62
193 213 49
415 368 64
29 469 96
434 447 66
324 216 54
42 100 58
325 278 97
345 239 50
351 212 70
10 449 26
172 402 90
42 174 83
209 219 74
395 147 18
488 469 70
5 411 74
405 290 100
155 370 63
498 107 59
497 136 88
49 219 35
215 290 15
140 251 45
78 479 53
281 333 51
313 251 87
388 55 44
86 185 52
26 140 53
246 278 36
358 64 68
114 77 55
131 390 35
399 226 33
27 143 95
410 239 5
124 241 38
13 496 44
293 281 65
16 90 83
126 244 49
226 270 49
30 139 61
401 359 58
449 58 52
104 286 20
356 256 28
87 403 14
110 500 57
85 417 93
23 164 18
185 448 70
313 413 75
36 26 50
26 489 25
107 179 97
117 224 39
122 60 2
439 407 36
487 112 90
454 307 4
450 417 13
166 384 90
339 133 63
85 224 1
473 379 19
321 360 71
445 242 41
223 403 9
178 242 88
142 154 19
282 164 47
349 223 1
484 79 6
279 135 6
426 385 93
223 442 86
385 448 99
443 364 74
38 484 57
261 265 23
323 74 63
348 401 41
354 54 68
407 299 29
290 211 30
253 396 98
322 11 61
19 404 87
238 476 11
251 475 93
486 390 17
353 231 74
41 69 54
364 400 48
273 434 22
404 91 59
488 61 75
77 142 24
429 146 38
136 390 4
23 61 66
123 317 76
119 265 89
8 74 45
266 171 44
254 496 89
305 225 26
263 92 91
363 474 51
167 129 45
476 402 26
352 490 81
28 113 20
119 397 73
380 226 37
53 238 50
8 457 69
415 97 11
477 91 91
379 381 95
293 423 14
159 197 8
431 347 19
238 124 62
493 399 63
206 159 4
46 191 80
284 89 7
71 381 11
13 266 22
348 217 14
407 289 63
142 401 12
498 481 44
208 363 99
418 216 94
116 182 71
459 154 83
500 49 31
482 353 35
256 478 24
186 499 4
320 404 45
102 202 11
245 317 43
171 308 80
289 41 74
461 6 99
380 148 26
83 22 14
152 92 77
42 389 71
207 481 17
53 347 44
177 382 72
477 481 73
419 436 7
366 450 51
478 72 6
393 74 22
92 76 45
299 367 39
195 95 16
458 354 9
432 251 80
274 471 5
153 358 37
203 322 93
407 78 86
262 219 45
299 348 100
125 160 31
434 68 53
259 172 25
356 116 37
9 40 70
366 52 97
330 265 27
98 400 87
181 240 81
106 395 29
370 135 57
117 129 68
26 84 75
241 271 3
350 396 74
314 389 30
97 209 1
256 454 30
421 382 33
255 41 76
34 399 65
196 116 85
77 82 27
365 382 85
303 499 63
61 165 78
428 309 33
49 350 100
268 222 80
228 475 36
484 223 37
474 467 18
117 151 46
136 57 55
136 123 62
113 421 3
499 115 21
473 430 18
500 436 78
178 27 27
208 396 60
491 36 60
45 341 9
295 376 24
41 413 81
55 420 40
197 406 63
88 192 44
389 312 47
18 217 82
443 164 19
400 432 20
391 187 81
95 109 61
127 167 77
38 168 4
304 428 90
77 204 37
72 130 15
181 397 42
231 134 60
14 216 50
302 465 94
363 133 55
73 48 91
19 59 19
88 248 97
321 90 49
314 63 10
30 486 51
468 97 26
434 137 34
96 13 29
460 490 5
155 353 74
297 223 35
192 79 72
121 186 12
342 301 16
38 333 59
143 410 94
161 15 47
437 462 59
397 486 82
159 407 1
15 297 28
431 268 63
83 476 31
72 39 77
211 71 70
182 316 17
373 436 54
155 313 12
284 193 61
428 464 53
364 438 17
465 108 14
84 278 41
166 434 72
287 184 55
173 195 68
85 1 12
286 474 99
345 175 54
197 71 90
196 254 62
319 376 6
244 50 92
6 308 65
49 295 96
122 406 63
38 213 37
209 481 91
442 153 70
312 311 97
188 125 71
160 146 74
424 455 14
47 271 20
208 290 8
249 117 45
212 412 14
126 436 74
14 353 5
412 113 52
177 261 44
85 262 59
500 351 20
388 118 28
75 19 5
97 321 39
133 96 16
238 408 37
207 170 37
181 292 40
213 485 98
439 159 13
220 86 49
33 253 77
25 44 84
324 405 70
320 489 25
385 108 78
215 363 21
226 274 31
492 85 71
490 70 60
182 338 91
107 460 37
265 138 68
45 258 91
16 341 19
437 58 3
396 353 52
78 55 47
417 173 96
400 91 58
30 170 48
398 68 66
400 3 18
45 163 18
406 222 8
82 414 65
287 267 87
439 163 47
136 88 17
1 2 19
277 204 1
348 182 72
396 363 16
490 111 55
400 72 17
496 131 62
261 176 58
319 295 74
381 358 52
281 153 4
43 416 99
226 349 25
235 245 30
27 376 68
41 62 54
419 178 76
196 339 74
420 229 14
57 267 44
198 315 64
419 300 46
112 476 89
123 440 82
96 101 28
326 135 56
311 377 28
167 211 90
199 211 99
232 395 63
311 466 45
300 16 76
493 500 55
22 24 35
481 71 68
276 150 73
117 47 91
180 323 73
170 386 29
482 158 81
172 85 19
322 403 64
70 479 11
143 98 3
84 417 55
263 64 29
459 348 35
178 460 66
233 348 14
114 82 12
375 491 43
23 206 40
32 382 10
493 361 42
11 444 21
215 403 75
182 58 54
298 215 57
315 138 54
265 427 46
111 322 37
39 41 59
214 74 56
280 307 68
402 263 19
276 193 60
62 480 88
67 85 86
294 474 72
22 106 29
66 39 82
183 132 80
16 416 58
174 175 95
335 308 77
363 176 90
116 36 68
88 391 46
171 229 30
91 498 81
318 170 28
491 341 26
171 481 84
315 491 13
361 472 57
423 32 21
103 94 77
248 181 40
99 445 53
88 39 80
33 465 43
73 466 7
259 267 51
370 282 90
341 484 49
269 329 87
382 257 79
291 232 98
276 418 10
260 405 8
137 40 86
45 108 64
11 442 12
373 372 24
374 454 76
257 247 28
430 182 19
330 382 59
53 482 3
455 499 67
413 252 91
37 72 48
282 61 75
29 12 25
159 388 10
6 118 10
97 327 56
22 419 41
52 293 54
74 141 48
488 51 30
410 460 8
36 395 14
213 228 25
414 225 90
180 25 58
427 32 98
217 85 82
51 59 78
387 378 6
205 430 87
313 273 60
225 218 66
95 415 42
275 495 51
69 294 60
169 126 7
458 171 65
201 395 46
158 322 94
458 235 40
66 413 93
139 123 63
221 34 13
342 160 52
75 245 67
466 69 52
431 300 67
464 461 66
90 223 4
323 359 12
155 456 85
466 408 59
306 234 10
80 310 13
113 342 11
364 121 93
287 249 93
194 103 55
331 138 99
191 76 38
106 28 78
256 11 18
150 234 71
424 177 40
4 399 47
253 102 83
455 187 71
56 171 49
127 462 16
132 219 40
349 260 37
382 354 9
185 95 74
117 330 48
371 259 79
7 461 60
320 163 65
54 244 90
443 158 61
356 409 28
177 32 13
45 406 40
203 39 81
488 283 12
347 290 76
377 36 1
275 214 96
39 209 35
480 339 17
443 81 88
269 119 78
37 305 55
298 229 29
312 224 69
224 324 17
489 320 24
1 394 70
66 128 58
420 185 55
74 261 24
269 9 40
132 479 71
119 364 59
500 23 97
46 178 17
146 321 4
425 34 20
461 459 40
450 211 98
452 332 99
475 310 5
350 164 69
358 343 42
264 238 48
214 440 12
207 253 2
54 418 89
260 221 66
46 286 58
132 64 19
343 46 69
38 279 27
177 45 78
249 293 40
484 259 84
308 459 67
271 273 93
392 194 39
42 444 91
394 13 8
439 493 58
224 220 59
194 178 63
329 121 90
292 396 1
328 111 29
80 243 25
180 281 91
298 213 52
311 485 46
4 153 4
218 263 7
432 397 14
400 13 7
423 440 55
237 485 19
161 157 4
153 293 23
61 208 66
72 259 59
39 194 21
163 162 38
145 136 74
255 394 42
185 482 56
160 421 59
338 484 4
350 101 21
379 458 44
316 89 17
30 227 49
216 239 73
36 37 67
239 139 36
2 213 42
345 374 45
81 2 25
236 79 82
192 17 66
117 105 20
243 191 13
358 79 88
349 45 78
311 382 67
485 141 89
31 113 79
41 341 78
12 411 66
324 346 87
250 188 82
10 105 85
292 39 46
85 34 58
126 267 61
494 122 61
159 407 57
329 469 91
145 229 77
371 152 56
143 410 87
418 432 7
291 37 94
72 290 51
438 418 93
58 230 96
330 112 84
396 313 87
4 362 48
24 317 66
493 413 86
158 128 18
157 53 16
67 467 42
324 260 56
384 391 14
47 147 91
290 398 12
264 47 12
409 4 89
287 437 13
151 149 49
67 188 17
315 172 12
27 458 8
361 180 92
420 28 88
74 234 83
223 254 2
413 158 90
51 138 51
71 398 57
474 120 98
400 253 26
325 136 70
340 192 97
262 47 29
241 421 16
18 488 19
495 22 10
64 48 46
28 259 87
27 264 44
183 131 43
15 122 20
113 53 30
358 356 8
393 312 10
22 468 27
372 437 13
110 25 39
35 65 2
412 453 9
105 483 39
436 31 89
272 263 90
494 236 32
150 188 18
227 37 38
455 363 74
127 456 11
456 384 71
196 43 26
189 18 28
160 168 52
486 413 90
442 475 76
482 232 55
337 380 34
161 445 97
88 446 98
97 392 10
179 429 26
63 441 47
131 71 100
354 213 47
311 57 75
250 340 99
333 181 88
412 145 11
440 339 10
454 256 11
102 496 7
462 186 24
233 88 50
218 490 34
185 339 70
267 111 84
447 438 80
56 75 7
57 143 18
436 451 77
342 73 28
116 484 14
272 180 82
473 358 33
249 238 10
341 493 93
405 279 70
278 330 25
75 110 34
402 149 62
326 389 90
31 253 19
142 480 27
430 347 42
224 370 73
208 167 38
259 95 86
29 122 58
200 439 96
214 199 23
335 486 9
434 318 89
21 425 41
357 466 57
52 168 13
85 256 41
363 323 59
124 94 35
167 130 81
473 279 69
237 412 70
295 100 52
324 218 51
343 340 98
446 206 69
455 293 72
350 48 25
442 493 70
414 186 42
255 116 44
225 29 29
430 335 52
389 188 58
306 120 36
351 142 84
226 431 37
381 204 47
328 37 45
373 331 93
169 413 84
318 18 62
277 241 47
228 84 95
65 195 43
148 316 93
89 228 23
236 490 12
360 146 62
229 428 63
35 393 98
300 273 37
57 465 70
95 473 71
367 411 4
297 373 85
458 408 7
161 108 13
438 114 74
214 461 54
88 310 7
304 104 69
224 13 83
264 184 90
296 275 64
111 166 34
33 473 13
14 122 100
124 154 24
405 406 10
380 283 99
79 174 22
424 476 72
361 210 85
365 200 71
171 155 96
189 368 73
54 377 66
260 283 74
417 139 49
484 217 50
291 487 62
31 72 47
112 32 64
272 54 35
166 81 35
288 63 68
398 447 3
488 39 68
82 71 74
302 322 53
266 239 26
342 133 30
77 137 85
474 119 32
433 207 68
208 94 7
299 12 54
279 48 22
490 323 26
29 146 60
263 232 66
475 430 3
96 443 27
384 342 37
225 78 32
187 374 62
402 303 95
74 375 63
398 392 97
372 303 54
207 258 15
79 44 92
84 242 82
325 454 69
388 123 79
446 183 81
471 140 93
2 271 39
142 137 21
117 76 55
164 165 88
65 101 63
55 58 98
297 366 66
212 23 90
157 445 43
231 191 45
211 433 17
401 41 20
101 199 59
324 39 13
125 188 75
415 297 22
307 377 85
480 304 21
481 257 98
397 399 23
396 218 31
258 472 33
48 271 97
13 481 98
63 16 42
386 314 26
411 451 61
396 399 1
24 202 33
117 287 13
89 11 60
175 42 82
275 415 57
111 251 53
286 500 44
72 373 39
352 276 89
233 168 60
17 216 37
390 296 13
406 372 66
225 272 49
218 456 82
86 95 32
17 101 98
179 231 32
335 114 50
469 460 45
173 113 73
126 192 25
322 146 36
279 448 32
443 453 91
263 351 73
149 278 46
432 147 28
402 284 57
175 160 18
56 105 78
91 202 98
411 153 37
173 309 83
200 301 72
487 409 72
486 264 99
228 306 46
295 460 34
475 359 17
72 394 20
21 87 7
164 28 42
140 194 5
189 230 85
333 453 72
154 29 82
430 128 91
377 429 42
254 147 14
451 261 23
282 378 78
356 87 29
260 301 47
193 128 56
203 211 48
142 282 25
224 256 11
409 17 34
152 148 53
500 94 61
403 294 79
251 324 33
197 398 13
290 309 84
168 176 7
363 249 58
346 215 99
486 444 82
80 156 92
381 496 16
121 225 82
91 368 11
334 484 91
213 120 17
12 387 61
163 431 81
302 103 60
457 25 61
210 293 53
435 381 40
326 384 73
354 18 68
391 331 78
349 45 33
360 316 94
336 366 16
494 198 57
219 23 53
136 363 99
326 221 94
19 253 9
345 427 13
183 236 7
46 163 77
320 75 33
341 461 53
448 274 41
35 241 11
199 433 96
492 131 33
132 437 44
442 359 5
438 216 39
481 56 41
461 464 17
177 337 33
110 102 27
439 461 87
44 101 73
189 255 15
300 194 5
467 135 53
321 205 36
10 259 10
54 405 45
146 451 37
180 464 30
442 227 98
497 485 61
325 488 16
444 384 41
316 414 65
375 41 42
25 473 68
215 256 2
202 334 34
413 267 99
207 123 74
273 217 44
444 145 63
380 444 21
478 484 34
122 357 96
403 164 83
117 36 53
400 198 17
392 348 56
349 206 70
128 296 78
418 178 74
339 366 35
238 82 42
79 185 99
309 298 93
293 37 12
484 4 5
445 159 83
405 172 31
65 283 68
364 391 89
76 231 38
480 478 77
136 434 100
332 131 38
36 452 37
457 273 66
373 76 21
138 150 34
125 419 33
168 171 97
82 461 22
37 189 30
485 366 14
479 319 60
12 452 13
407 186 93
330 158 68
377 430 1
324 492 28
170 270 47
152 191 35
176 118 45
407 198 87
64 453 47
390 426 87
157 478 21
480 158 64
230 83 20
389 90 7
325 485 11
54 72 42
345 409 52
161 132 88
217 432 34
59 282 20
75 41 80
138 205 27
375 102 89
454 98 51
238 474 88
53 446 68
442 496 92
24 16 100
407 34 93
466 264 90
136 82 99
344 214 22
378 196 30
78 336 65
94 332 82
194 400 28
483 422 77
172 204 91
261 289 46
375 122 21
254 430 82
304 292 91
299 252 4
436 66 74
240 161 77
393 63 90
30 320 50
409 175 54
447 71 16
429 469 43
451 67 30
54 27 73
368 243 94
231 178 61
329 391 59
144 205 40
412 72 67
345 172 95
35 194 8
275 245 1
83 260 39
74 131 11
275 349 72
415 317 75
397 185 34
49 449 33
306 125 13
163 303 3
45 175 63
259 173 92
106 115 76
99 34 56
269 178 40
423 291 38
217 164 47
264 220 19
169 44 98
488 76 14
476 213 42
208 216 5
134 244 73
114 338 14
427 95 94
261 442 14
438 110 65
320 235 68
316 360 37
388 326 38
258 122 37
104 251 69
422 190 63
165 410 92
500 89 6
462 405 21
172 207 8
233 283 25
196 128 41
469 156 74
430 326 5
330 492 57
27 395 53
180 195 15
219 402 10
253 388 92
471 101 65
156 66 92
478 11 92
270 283 66
232 349 50
299 229 92
260 440 76
349 286 9
17 140 73
375 334 20
448 489 69
114 110 49
151 53 80
445 32 67
45 155 74
53 414 52
90 284 76
163 387 87
92 457 12
55 130 14
460 314 25
247 39 9
496 432 76
293 313 96
415 465 8
107 317 12
331 491 2
182 69 75
403 149 91
423 422 18
39 226 25
150 48 14
101 187 57
102 358 76
344 102 82
405 273 83
172 419 94
254 75 60
234 85 23
320 486 23
77 119 40
460 346 92
228 392 96
20 450 77
291 485 35
69 459 19
337 426 13
128 132 5
63 39 93
131 142 32
183 298 19
450 463 73
331 436 51
431 382 43
314 247 25
358 340 14
149 11 70
320 366 82
346 266 76
75 384 68
428 72 85
205 303 35
177 213 14
302 31 12
414 217 75
35 123 71
310 242 22
137 350 58
281 85 95
151 92 52
382 412 26
322 409 86
13 71 85
434 229 9
419 174 63
220 473 92
51 152 91
37 36 24
201 452 9
42 294 100
164 354 41
118 245 39
410 176 91
303 213 53
470 68 18
309 67 46
426 50 97
159 204 20
84 231 5
266 269 37
217 382 70
200 62 49
390 1 29
322 177 100
130 135 60
327 203 6
378 443 83
14 393 1
68 121 16
129 454 1
279 187 1
471 218 41
439 179 2
52 204 81
280 472 39
254 459 12
454 440 3
457 318 87
344 362 49
159 363 54
59 254 1
348 166 31
380 199 79
411 458 44
148 249 47
414 232 51
354 180 29
110 355 59
211 451 75
490 119 30
325 251 89
415 280 2
306 456 12
39 112 56
436 328 90
334 345 43
204 308 16
359 340 22
279 367 24
259 60 57
38 210 9
20 48 82
84 400 75
128 9 44
260 69 12
294 266 77
102 279 60
276 17 8
160 127 75
18 168 61
54 345 5
317 126 89
428 277 30
401 270 80
13 344 21
131 46 93
229 282 37
20 260 80
142 92 75
318 294 64
83 105 7
306 478 52
286 252 59
329 359 91
48 240 93
329 435 4
211 275 11
188 321 52
423 401 71
298 141 70
67 54 41
166 237 30
7 284 24
290 314 12
36 171 82
372 105 98
175 94 33
180 283 17
210 211 33
439 348 76
86 301 4
250 411 63
19 156 12
441 497 1
436 32 20
280 264 84
370 406 40
47 230 38
418 189 26
72 321 1
136 189 51
475 9 42
446 376 48
441 72 92
8 48 90
242 189 97
41 94 7
37 139 98
28 82 50
404 187 79
285 89 25
478 451 74
417 110 49
20 189 34
14 417 2
397 423 72
443 152 28
428 21 36
394 360 47
435 331 73
492 6 20
439 2 51
174 61 91
139 368 43
215 105 86
469 22 94
307 481 66
236 223 60
218 305 59
439 240 9
164 366 68
203 112 64
395 265 69
162 261 79
373 432 8
168 183 77
462 487 81
127 178 65
416 58 40
386 302 30
343 94 42
299 497 1
197 347 6
423 83 62
435 377 84
78 193 17
33 44 59
217 41 21
426 100 49
305 167 8
207 256 85
330 362 26
59 298 19
357 229 87
305 337 3
401 132 65
68 474 42
222 68 97
235 200 91
113 46 80
42 389 21
34 210 74
484 78 44
20 240 93
415 53 35
418 408 72
396 360 22
434 214 26
227 171 78
109 469 91
412 323 60
56 359 73
195 142 77
300 17 100
308 171 62
215 387 59
454 76 43
174 220 64
186 44 92
316 484 49
90 286 86
129 90 60
234 409 92
297 320 79
305 312 94
419 343 13
206 36 13
24 169 7
199 314 100
97 457 51
164 423 72
151 14 67
402 36 62
26 142 11
116 411 24
293 170 69
393 267 67
29 331 41
128 264 45
157 368 43
125 245 50
478 36 19
194 15 74
393 286 91
82 172 90
76 481 73
250 258 31
346 226 95
337 96 52
127 335 82
387 19 78
154 6 48
111 132 76
333 101 41
488 104 62
38 70 32
169 106 22
27 348 13
214 234 11
297 25 75
412 288 45
442 21 16
362 133 66
325 97 54
153 101 56
405 340 8
447 363 85
421 466 26
123 492 63
141 19 91
100 22 35
276 339 78
220 189 64
497 301 24
229 192 56
379 150 73
26 212 12
256 217 14
391 379 88
452 137 75
156 488 77
432 347 28
71 85 59
49 359 24
361 220 64
309 68 13
208 342 93
271 317 8
292 399 20
444 257 60
443 151 10
106 355 75
467 291 26
299 51 38
447 16 98
334 268 37
298 395 83
466 104 15
349 452 44
199 441 2
208 52 93
426 13 60
424 281 70
115 229 34
118 119 4
320 201 24
269 493 34
236 99 81
328 101 2
305 415 34
175 287 12
197 349 98
421 174 28
282 190 27
300 225 86
295 471 83
478 251 50
114 136 10
229 47 31
172 77 7
304 212 74
124 380 46
465 345 73
94 16 98
90 391 97
41 437 1
430 470 38
466 20 56
247 489 35
402 395 83
120 417 83
233 447 13
140 376 13
210 457 32
431 467 96
398 75 91
464 8 72
210 373 72
206 52 85
191 166 80
482 401 62
476 71 32
255 116 7
456 355 91
191 422 88
183 67 55
177 202 17
57 303 42
145 249 54
401 289 80
329 441 23
219 12 95
254 385 56
403 193 59
387 228 62
315 368 87
46 325 34
448 422 72
242 287 70
240 139 43
161 240 87
204 11 87
41 12 51
20 300 33
394 291 46
419 91 34
245 197 53
492 186 95
20 71 16
239 341 78
329 283 9
32 53 100
309 29 65
344 359 100
37 320 29
386 262 50
372 51 62
329 358 76
109 192 42
330 441 65
9 278 77
436 382 20
140 427 30
314 282 5
319 459 60
13 242 27
310 365 20
263 207 50
284 146 88
340 500 16
468 313 2
40 73 88
107 10 84
450 16 11
364 299 47
34 267 84
5 23 55
168 33 76
341 7 48
477 347 43
180 264 96
190 500 29
263 369 31
353 215 98
287 204 82
133 466 85
233 396 81
88 175 7
263 463 71
331 339 18
181 168 36
332 313 80
277 246 95
482 53 69
61 472 23
270 266 64
386 367 18
407 320 50
250 356 79
155 419 67
86 411 84
76 377 95
344 430 66
63 56 92
22 95 67
128 193 17
461 294 66
481 381 58
431 383 73
219 47 17
219 256 10
442 329 71
121 250 78
120 67 89
300 353 1
33 282 56
395 12 42
380 151 22
30 431 14
431 452 58
135 365 87
18 27 31
470 119 75
199 93 35
354 38 72
323 76 88
214 314 68
148 169 62
174 288 24
15 145 83
463 15 88
133 179 92
169 311 55
87 268 91
445 264 97
208 455 3
328 327 28
235 251 20
237 368 1
210 456 84
185 206 22
22 447 3
238 146 82
214 50 28
101 389 38
288 355 70
104 184 14
67 29 12
444 382 36
187 97 78
178 458 5
493 385 72
14 103 52
376 118 6
229 320 66
134 4 52
192 392 59
426 49 4
218 436 28
321 274 88
212 289 97
146 498 10
429 31 46
54 143 7
158 409 65
321 192 9
31 331 21
156 23 4
241 149 49
76 449 89
454 344 20
329 202 36
68 19 55
50 327 66
469 165 55
223 205 56
219 67 1
203 285 48
151 169 76
107 471 76
352 87 42
393 267 47
321 215 48
162 289 28
405 423 56
249 16 40
332 384 2
102 161 56
373 322 88
164 105 90
110 443 17
243 404 80
173 294 58
135 134 66
236 439 98
13 100 90
89 84 76
445 221 1
20 319 71
221 236 56
145 97 88
401 351 97
418 372 91
403 484 94
430 270 20
206 453 28
400 171 52
400 348 57
268 355 76
101 271 61
192 377 91
192 236 65
274 4 42
217 138 94
320 424 74
270 444 83
8 399 94
301 270 98
161 303 47
457 159 99
181 331 28
493 477 32
472 181 65
465 30 40
234 97 53
5 230 100
