500 5000
101 218 73
445 273 10
364 152 82
133 314 19
111 327 48
168 55 30
280 244 56
177 147 95
118 89 85
215 478 37
491 141 93
421 362 87
377 159 15
148 414 35
372 395 3
231 445 13
107 334 14
464 422 71
106 118 5
9 314 31
404 371 93
217 108 33
342 223 94
360 312 43
451 248 32
340 120 96
103 376 65
421 122 69
68 72 74
203 68 2
167 80 79
308 355 66
414 301 50
195 408 17
482 152 36
227 147 32
294 273 58
48 70 6
67 131 74
66 389 35
291 425 77
397 97 68
199 124 37
221 263 75
210 429 28
494 467 94
288 77 8
95 56 66
64 258 86
321 233 69
44 191 46
122 126 73
251 257 37
109 196 8
102 190 26
176 215 41
273 355 39
148 492 62
29 396 83
64 440 37
351 41 100
372 386 100
452 32 98
480 334 75
104 220 83
333 78 67
51 355 33
408 415 15
353 429 56
487 287 32
32 104 62
267 12 72
86 129 29
351 363 29
427 100 23
139 496 23
326 328 13
182 324 55
421 316 17
48 426 34
469 442 94
71 255 70
287 16 23
409 192 28
455 81 20
354 300 49
95 275 15
365 164 32
326 46 93
101 207 1
385 261 24
169 496 65
489 256 74
376 129 81
85 361 69
41 192 39
470 191 71
397 28 65
251 404 52
42 284 7
248 234 79
462 191 86
414 217 81
40 82 27
55 498 17
118 222 31
458 156 91
85 150 46
316 452 81
152 495 38
84 116 51
499 101 29
359 458 73
68 420 74
329 389 32
287 206 61
156 76 41
122 261 4
174 330 27
250 478 63
450 152 65
248 171 64
322 229 52
350 37 96
191 323 41
61 159 58
93 407 11
347 427 58
310 447 45
136 421 38
213 262 61
255 242 66
249 312 23
187 22 31
48 454 41
132 98 37
4 364 38
251 28 37
80 255 52
178 412 65
403 107 75
441 39 50
316 469 56
86 210 92
448 476 96
45 3 30
228 422 54
361 182 45
245 403 59
281 97 52
35 15 15
47 50 10
165 308 78
156 448 76
168 482 97
496 232 30
64 6 62
424 459 70
453 357 67
314 436 91
479 192 29
362 198 46
373 208 10
207 61 83
87 235 51
413 285 58
495 57 40
232 134 75
317 427 64
320 210 61
312 254 7
480 382 4
257 403 83
315 148 29
391 271 100
298 168 18
377 34 28
399 217 13
60 304 72
175 9 81
188 21 41
93 18 27
1 397 100
221 309 87
261 161 4
341 227 69
115 290 27
135 331 33
279 203 64
22 161 21
446 129 80
137 458 91
156 286 7
228 158 83
146 273 84
488 88 71
386 121 88
8 290 3
113 369 13
331 475 70
306 110 22
435 256 69
399 402 66
420 190 91
113 486 13
462 14 61
83 100 96
337 457 96
316 170 90
308 296 55
278 206 64
210 454 36
118 459 36
151 181 67
133 443 45
279 380 80
14 287 37
204 5 82
264 495 99
463 328 49
318 437 89
399 152 37
445 449 80
389 433 78
42 18 53
392 150 33
190 395 82
485 119 91
213 240 84
114 348 17
227 117 77
61 12 52
95 113 47
321 124 25
390 19 68
109 346 60
62 108 54
43 22 88
20 163 56
130 225 76
422 151 43
239 46 29
270 412 92
403 483 65
404 350 57
483 14 60
471 63 64
237 302 63
69 449 14
172 266 60
296 31 88
262 317 45
214 301 60
182 242 19
179 107 70
449 152 56
211 484 34
142 4 74
491 110 36
84 314 20
244 34 70
387 182 82
238 115 51
153 244 18
151 87 8
152 148 23
25 254 74
47 234 37
366 271 80
314 494 16
416 3 95
290 117 81
309 197 89
287 339 58
117 206 82
375 363 71
320 124 81
440 303 95
256 300 95
278 100 87
61 144 34
304 24 23
457 89 42
440 393 26
392 43 64
484 240 19
21 116 50
323 185 26
366 174 9
490 426 12
326 424 6
380 84 37
237 493 56
495 322 9
135 490 52
93 106 55
319 163 22
98 259 6
267 16 46
283 31 67
449 1 66
285 165 58
39 493 100
459 410 57
246 81 96
458 435 54
140 1 10
202 335 63
18 225 90
16 476 81
90 135 69
427 115 46
167 494 29
264 431 51
257 306 16
163 296 50
451 177 90
324 275 69
189 26 24
132 257 75
416 435 68
292 151 65
147 57 21
84 340 21
187 27 81
367 295 96
495 404 72
350 69 16
397 342 16
103 182 93
98 257 10
176 60 34
154 409 31
349 122 51
284 363 3
106 318 85
79 373 78
160 430 90
347 359 32
4 272 78
26 28 61
241 331 56
262 63 80
256 390 87
3 218 84
287 110 98
405 70 61
431 229 56
225 320 56
286 482 32
115 205 30
471 45 63
287 177 6
192 376 54
158 221 17
465 77 82
204 386 74
290 322 61
20 279 15
104 91 2
275 474 45
436 207 23
115 335 67
199 445 2
34 44 45
13 165 91
96 147 31
36 496 28
286 115 67
458 449 36
394 135 45
306 273 96
314 443 70
119 240 2
142 11 26
186 287 77
359 421 3
283 69 54
284 252 94
316 476 43
76 215 91
459 163 12
427 36 70
108 155 33
54 361 6
144 458 69
301 470 62
302 132 7
111 37 51
435 486 46
175 118 59
403 303 29
70 363 85
186 235 77
175 485 10
283 254 48
207 423 17
221 207 2
490 356 66
117 499 67
243 486 27
380 51 45
39 343 16
364 167 27
379 137 40
265 25 87
151 401 33
467 291 46
466 279 55
308 11 95
332 294 90
330 93 72
86 486 79
493 255 97
85 363 64
432 447 42
426 267 57
361 95 78
396 77 65
177 384 75
378 497 19
386 140 10
262 115 21
75 320 66
32 433 3
485 254 82
124 280 16
64 327 15
355 438 79
355 277 13
300 287 58
267 409 87
97 108 35
26 16 67
296 165 16
427 213 82
104 281 82
399 226 60
139 434 35
81 280 73
321 10 1
451 403 84
331 46 39
120 267 62
306 184 85
420 23 17
296 51 95
292 479 32
215 84 82
316 262 4
102 205 98
369 67 42
8 416 13
308 258 82
180 189 80
142 390 67
266 130 80
102 176 1
303 112 66
287 361 91
470 300 6
61 203 97
376 56 16
25 217 15
263 433 41
461 44 47
222 433 27
369 498 82
382 269 9
217 248 1
169 127 45
273 328 3
124 423 67
188 413 46
466 283 31
408 276 33
126 432 49
211 359 9
242 159 42
51 21 88
312 308 13
88 141 6
27 223 4
130 290 44
222 378 47
398 478 33
110 258 24
446 343 78
271 119 74
9 95 92
228 482 54
213 248 31
364 233 64
355 313 88
138 60 90
437 227 32
225 336 71
125 354 97
231 4 34
175 491 73
336 135 11
462 7 95
73 375 73
279 248 58
386 309 93
314 261 45
11 80 57
461 17 12
239 211 53
312 385 7
485 68 56
172 286 35
288 166 82
351 418 58
424 383 57
317 225 100
278 202 70
486 268 57
73 382 80
405 109 3
124 208 33
324 196 39
430 196 56
323 301 90
466 101 34
208 357 56
228 384 5
100 302 62
181 496 86
250 264 72
73 204 7
451 237 29
471 160 13
240 453 76
397 76 58
63 52 100
371 369 30
42 233 37
371 474 73
388 394 15
39 359 23
275 450 55
23 236 63
358 102 8
481 187 34
27 332 42
42 45 59
337 229 15
455 3 36
287 308 15
455 161 83
152 21 20
228 261 15
272 355 66
320 445 60
95 491 1
365 306 52
293 139 2
1 236 17
197 216 89
237 18 43
498 335 51
136 341 66
291 359 53
372 109 83
329 355 55
464 363 63
313 425 41
351 118 81
158 81 13
295 236 26
390 458 44
167 145 53
289 71 51
306 203 69
62 28 55
80 423 71
229 130 89
301 445 7
44 95 25
245 175 54
173 273 6
302 19 74
45 173 57
313 267 56
382 30 97
432 424 31
439 329 14
210 281 4
240 204 31
34 169 83
373 149 91
172 220 39
133 268 84
109 158 35
453 193 81
228 84 55
267 184 4
55 273 44
210 467 58
246 210 79
452 159 14
410 59 97
385 308 31
12 217 72
492 112 91
212 417 91
310 13 66
89 341 65
259 447 6
384 471 22
421 106 53
45 418 8
408 499 85
265 42 50
328 482 95
13 410 14
309 202 7
339 428 19
2 100 1
484 425 99
50 415 46
319 332 94
148 202 96
370 55 94
262 248 88
475 47 8
91 63 72
341 328 57
77 190 61
486 154 57
108 8 88
307 255 39
193 470 36
310 357 15
179 372 54
63 204 98
25 497 98
37 76 20
375 483 71
66 44 34
168 470 93
319 348 21
252 437 24
242 160 12
262 217 100
383 91 5
384 397 7
353 215 74
293 388 44
431 391 88
359 258 61
419 171 69
198 82 45
43 390 28
300 253 48
202 200 78
498 254 66
261 308 94
199 242 11
473 192 46
286 361 99
177 415 96
167 402 10
304 128 48
267 7 66
300 73 87
281 289 57
137 416 17
9 27 71
125 384 3
150 185 52
367 262 81
238 398 8
272 493 74
214 471 69
99 301 83
187 225 3
495 19 68
65 498 85
342 148 33
248 67 4
228 360 84
283 290 37
168 314 78
265 121 56
35 241 43
193 446 4
380 339 28
82 178 89
402 356 55
485 456 99
432 359 8
230 282 79
292 410 61
146 362 15
260 342 7
135 346 74
442 82 68
424 357 43
415 228 57
481 131 31
39 446 33
409 449 65
182 273 73
253 36 44
279 365 36
107 103 41
11 7 33
57 137 3
55 468 68
303 347 89
281 112 29
158 435 44
72 371 96
219 204 82
217 91 93
76 258 14
178 36 96
163 333 44
239 251 99
477 232 94
311 160 21
14 57 7
446 480 29
38 411 99
174 86 30
34 333 62
371 93 82
206 477 62
5 220 29
443 388 76
120 477 15
151 51 79
380 116 6
156 413 29
50 59 100
58 428 27
26 37 75
252 152 12
92 21 51
276 494 49
88 317 43
41 206 68
217 492 53
324 397 8
381 407 54
53 155 72
25 108 11
486 241 53
364 370 13
46 275 4
326 267 38
69 327 72
305 185 49
441 420 46
7 420 30
33 291 19
13 78 66
486 440 78
345 279 41
280 472 22
455 305 88
164 186 73
286 393 17
291 383 69
133 268 45
326 496 43
8 213 40
495 375 49
18 106 45
240 222 1
439 329 7
363 217 23
376 226 38
263 125 79
216 353 43
221 37 58
272 207 77
24 440 21
488 160 10
422 88 17
399 248 84
473 411 27
468 283 6
76 253 59
344 435 94
121 212 37
442 201 46
231 9 29
198 10 57
40 434 82
266 208 21
308 84 99
360 289 70
264 277 81
228 330 31
357 251 2
447 66 73
370 479 29
204 7 83
479 32 69
94 97 57
297 350 97
445 115 49
354 6 82
495 43 99
266 110 23
340 57 8
489 105 45
136 313 48
87 187 16
352 353 16
441 305 9
293 144 40
388 270 59
334 392 28
336 44 36
277 232 4
327 94 18
71 222 71
219 71 40
282 51 73
233 67 40
458 25 98
162 225 90
434 427 6
353 272 14
493 230 85
74 278 27
349 23 67
134 346 87
185 442 49
424 431 67
118 495 8
77 205 39
206 154 61
452 460 27
148 10 73
51 284 45
478 382 19
232 108 5
416 256 5
119 166 66
474 357 7
163 189 70
418 464 11
131 334 67
305 458 65
59 52 34
168 64 26
95 452 67
475 460 37
335 310 41
443 343 9
302 464 7
488 235 53
281 109 91
218 117 52
497 411 34
240 32 80
402 176 1
108 357 5
239 453 42
281 333 85
128 172 13
500 152 89
114 262 12
469 16 60
82 119 27
169 245 61
464 450 56
99 327 86
263 478 22
45 8 4
398 327 1
329 67 91
115 237 35
276 32 97
193 152 50
395 171 13
484 1 75
399 94 24
342 360 47
48 413 12
393 247 81
229 425 28
17 290 70
248 137 44
408 55 76
6 163 70
313 252 56
105 358 43
199 229 84
189 47 2
389 337 22
486 319 87
96 68 4
316 356 76
50 20 3
223 358 82
121 20 97
245 64 8
491 86 89
82 312 95
474 306 49
447 139 66
366 220 5
440 315 65
255 30 64
292 441 62
213 462 95
382 454 40
104 102 97
478 230 85
181 16 22
439 488 96
449 175 42
456 467 95
176 449 61
407 85 72
17 179 92
326 270 78
61 168 41
332 326 38
49 242 61
428 392 19
197 279 22
150 282 70
210 435 76
370 158 40
428 424 69
45 125 81
155 48 31
32 34 88
239 280 77
181 107 97
342 486 56
142 208 67
249 110 65
375 151 58
292 74 23
118 145 88
376 482 48
269 233 80
451 351 55
324 1 31
203 491 70
304 485 23
412 421 5
338 152 37
317 325 89
198 419 5
496 276 46
437 75 48
197 427 13
322 132 29
155 302 78
290 380 91
247 215 62
80 184 92
387 159 60
42 492 24
483 385 13
160 441 36
494 403 55
397 37 11
395 354 76
256 96 83
91 256 58
201 436 14
474 363 23
126 359 31
115 443 55
7 301 50
463 33 69
488 29 7
86 46 98
135 235 82
4 427 59
356 489 18
423 302 84
340 219 19
411 231 43
419 30 6
380 365 10
25 264 27
417 188 43
496 247 40
99 28 62
148 84 47
150 78 49
406 167 65
151 298 87
341 484 70
87 68 37
158 163 94
499 254 27
66 160 100
329 415 25
117 377 22
435 47 59
84 247 72
379 375 6
156 219 53
289 19 22
3 369 32
161 275 85
229 65 91
197 96 45
496 203 58
82 44 30
414 58 70
107 132 47
261 248 50
41 111 98
33 402 13
224 39 50
465 294 40
350 255 77
227 119 61
206 221 71
290 255 36
271 468 42
320 440 65
181 426 65
22 231 5
139 280 26
127 393 71
425 415 20
311 12 67
424 332 31
281 312 38
7 315 15
337 351 59
277 158 58
61 174 24
322 65 29
433 311 36
457 135 85
84 401 24
277 333 39
89 100 6
449 447 45
255 42 34
318 81 68
270 171 75
48 142 9
284 454 99
284 217 51
471 396 33
468 428 50
144 265 19
374 369 84
360 75 22
394 489 92
290 381 21
361 148 27
465 238 22
473 430 25
424 324 59
450 76 28
133 67 4
16 483 13
98 367 95
410 321 18
48 229 16
432 430 35
418 100 11
164 122 67
146 269 92
310 356 59
474 94 100
96 260 40
82 499 66
36 98 11
423 213 73
324 460 49
28 470 20
427 376 35
292 50 42
11 69 95
236 129 31
488 99 31
97 379 67
292 369 39
135 420 44
220 206 64
36 345 62
419 131 2
275 265 50
402 390 96
171 247 74
79 206 69
225 282 95
271 122 49
420 254 55
432 361 59
185 343 21
224 28 47
85 252 40
45 75 53
293 415 3
57 208 23
201 324 96
179 245 87
241 323 30
388 46 82
101 79 12
489 116 2
246 463 90
328 430 53
369 343 8
401 459 37
438 263 85
371 72 17
112 227 35
103 189 40
326 93 48
242 123 38
4 227 53
294 65 98
234 276 98
346 493 78
323 274 96
102 94 11
376 296 90
479 13 40
397 499 81
158 273 87
353 255 82
117 426 87
86 53 50
260 346 56
198 46 79
368 315 65
178 10 45
488 484 19
313 25 16
2 18 22
420 230 95
315 221 15
491 384 21
492 173 44
307 67 46
72 190 51
440 128 30
208 331 13
105 337 78
88 302 59
364 131 30
91 14 12
472 254 36
379 359 33
188 481 41
285 264 17
140 440 76
44 221 93
40 103 11
25 336 86
69 384 20
304 246 83
259 292 9
148 370 9
402 204 7
376 170 93
151 222 74
106 217 22
36 60 85
43 383 92
252 385 89
106 218 67
9 285 60
449 298 64
448 200 84
271 50 79
124 328 72
390 422 37
387 205 94
387 379 15
275 339 96
166 373 24
388 170 29
433 183 33
266 161 24
248 73 54
445 69 59
4 319 78
449 138 96
173 203 60
205 141 59
398 154 56
197 489 65
162 84 48
106 177 29
209 421 100
98 154 85
145 66 24
404 229 11
449 490 29
42 437 80
232 455 87
433 90 36
428 418 39
94 215 1
91 470 82
294 278 26
5 54 5
349 2 92
65 484 12
99 462 40
32 181 5
69 17 7
438 356 51
424 252 23
313 94 67
319 121 63
412 28 1
256 220 5
383 303 47
403 164 27
124 462 36
281 97 19
83 191 80
117 434 11
357 289 78
146 90 35
9 254 98
285 469 44
229 126 61
231 92 31
371 6 58
244 361 4
423 6 40
156 138 23
445 476 84
261 259 31
341 360 64
163 288 69
148 192 39
468 114 8
97 96 41
64 249 46
102 176 41
129 131 89
263 270 45
65 236 28
204 378 94
258 363 3
375 46 82
369 386 29
176 478 69
306 281 5
156 433 28
437 151 96
150 251 62
184 392 88
110 107 50
310 96 45
271 301 8
95 60 57
157 281 20
160 197 59
122 294 52
468 103 58
423 373 53
400 235 85
495 284 35
148 167 56
238 410 80
146 188 39
295 25 31
194 233 96
348 206 2
45 307 80
26 102 91
276 88 32
242 321 21
213 357 33
368 412 29
139 181 90
424 317 92
2 82 23
424 187 41
279 470 52
248 294 99
421 257 71
453 200 27
403 121 11
150 100 55
222 39 24
205 96 21
261 47 54
365 264 39
160 307 12
101 500 52
371 162 72
117 137 27
339 301 89
202 107 82
27 474 4
477 187 26
54 13 80
332 378 25
397 44 87
324 255 22
444 134 97
233 191 6
137 381 34
134 377 2
303 431 100
330 255 44
378 173 66
158 320 37
273 394 33
380 171 49
56 300 70
194 120 37
234 93 41
396 91 28
142 337 26
359 491 98
208 176 99
408 296 81
210 245 57
164 307 61
426 407 38
106 44 22
218 26 6
446 410 24
153 174 71
5 442 48
297 155 59
89 390 71
464 249 47
85 415 95
455 301 44
122 315 83
165 390 55
132 201 4
182 116 50
318 280 26
8 433 9
292 20 22
6 342 12
52 407 58
194 222 50
442 273 58
471 180 85
356 483 71
376 222 52
450 498 54
463 360 20
102 387 66
106 400 35
391 253 54
171 475 13
348 244 46
289 204 81
279 63 17
106 242 84
129 195 48
410 83 28
128 66 61
366 38 43
426 85 62
442 325 19
120 491 99
149 56 61
157 117 49
60 408 65
340 466 4
54 387 20
167 41 12
51 270 83
361 151 34
132 299 56
499 156 8
297 119 5
288 45 53
282 325 94
41 461 55
276 453 32
478 34 35
171 95 16
284 317 22
440 176 45
381 299 7
191 90 27
401 68 5
366 377 92
341 442 25
40 8 60
340 104 77
498 345 58
258 175 22
67 99 86
364 500 83
28 251 69
438 197 80
388 8 53
422 205 13
461 222 65
495 227 58
237 149 96
400 227 43
475 422 32
462 24 69
461 359 53
477 392 7
135 302 38
75 31 65
432 3 50
171 227 49
461 191 69
217 221 34
498 7 61
285 331 13
381 269 71
26 112 55
146 469 24
419 395 46
234 2 61
133 160 80
440 439 47
112 437 26
340 85 76
267 374 63
302 233 24
121 295 81
311 6 10
169 325 8
462 104 44
239 106 23
383 262 6
490 249 59
21 433 88
416 188 29
333 225 14
109 483 33
96 496 1
482 188 63
253 17 40
334 101 45
76 7 52
376 247 35
36 438 95
453 106 78
49 355 100
221 400 4
270 428 8
428 230 57
221 114 82
230 89 80
139 341 65
328 82 79
42 89 7
204 449 88
162 132 25
287 85 14
492 242 56
75 292 94
121 314 82
344 65 26
335 189 99
103 445 33
202 466 29
153 424 96
142 229 69
23 428 28
92 56 37
60 172 35
405 400 67
262 384 40
358 354 36
331 183 24
251 22 61
145 137 62
454 266 64
98 81 60
310 268 10
338 297 16
13 311 21
72 170 64
312 34 2
25 80 6
356 40 13
250 157 44
262 146 79
261 177 69
407 58 49
163 304 5
37 453 61
115 34 69
422 143 29
33 327 3
334 128 77
54 42 70
263 89 10
190 183 19
148 475 92
304 197 19
340 174 79
355 310 10
66 166 88
182 18 28
492 383 19
14 417 15
106 151 64
145 150 18
385 227 69
360 6 37
168 60 94
167 335 95
235 198 1
336 30 40
110 217 64
430 268 72
219 138 41
185 202 23
199 410 44
165 171 27
226 353 9
258 424 88
222 76 96
369 254 72
389 460 71
356 179 91
455 464 5
96 329 84
17 1 46
260 165 53
288 64 48
262 182 67
144 21 80
360 424 39
290 198 76
352 361 67
487 142 97
416 398 53
332 39 88
438 16 67
432 331 59
192 214 14
217 140 91
196 212 31
21 464 28
260 278 71
436 194 56
195 14 99
47 276 4
296 166 5
158 103 99
178 391 41
215 62 96
82 199 72
296 247 84
488 44 93
211 337 2
355 130 2
197 204 100
426 245 68
293 254 44
433 24 45
488 489 55
497 41 56
465 79 8
49 378 1
206 11 57
91 149 67
44 147 35
250 196 39
378 56 71
302 425 25
447 172 4
361 206 43
325 71 70
239 392 45
324 258 25
234 367 90
184 458 54
334 251 48
19 292 72
8 161 54
150 315 73
314 98 54
251 84 22
47 297 14
275 366 47
154 106 83
224 43 81
237 278 84
433 29 43
404 279 9
208 258 19
84 288 9
65 385 100
178 16 100
73 279 78
286 212 25
348 231 64
343 352 98
208 162 48
360 113 66
409 325 28
437 187 13
158 147 23
344 132 89
434 491 97
499 366 22
326 302 19
139 295 39
17 299 17
167 60 75
484 136 35
403 337 14
312 339 79
152 397 20
227 487 46
141 426 1
45 21 35
253 74 24
195 87 94
189 137 20
423 469 18
186 344 39
270 148 86
62 11 62
144 142 30
423 244 36
53 327 57
284 296 56
413 146 98
61 413 47
336 33 51
391 16 37
368 237 38
273 43 74
251 246 38
201 303 10
395 452 32
444 249 99
306 438 51
236 462 65
142 321 19
431 296 82
449 421 70
460 386 27
129 294 44
264 133 85
314 38 74
254 423 30
5 89 83
356 289 46
83 359 15
172 388 24
30 395 41
408 392 90
295 176 74
22 419 8
338 364 100
270 252 37
322 320 98
407 237 74
428 244 99
74 301 59
66 430 84
121 473 18
93 107 33
345 302 65
444 426 96
245 254 1
37 338 87
322 273 47
389 332 6
322 457 74
80 53 60
131 271 48
195 453 61
7 1 93
37 95 73
313 101 7
398 337 40
478 185 85
161 56 80
295 17 30
50 234 17
98 333 70
91 437 31
395 300 95
307 84 30
173 224 9
98 202 61
469 224 46
123 104 18
200 21 66
466 326 15
363 57 24
387 235 99
125 163 86
232 470 88
299 122 52
144 446 79
203 247 34
77 294 14
66 474 56
396 111 44
21 389 30
335 472 14
473 479 64
237 243 36
318 339 66
187 37 18
209 433 4
397 287 64
144 106 58
359 266 12
256 32 63
396 105 78
159 443 1
65 179 58
424 292 100
32 61 19
330 46 60
101 247 98
89 159 8
404 361 16
119 58 39
24 413 56
346 414 12
143 496 51
112 104 60
375 62 16
374 44 49
238 50 26
23 247 11
344 259 28
111 412 3
215 347 59
27 23 6
261 136 13
48 41 100
259 316 71
239 42 8
394 344 71
300 377 78
81 266 46
51 105 20
104 455 38
408 341 55
41 19 32
497 346 55
153 56 27
147 479 73
214 78 71
494 2 88
7 440 79
158 175 82
216 16 77
9 140 34
487 99 46
119 279 24
186 488 30
328 387 7
404 449 62
99 413 28
151 466 79
299 424 53
354 134 84
345 309 47
392 433 24
437 372 85
173 166 3
268 11 53
67 334 44
351 395 30
480 481 84
146 214 77
40 229 100
422 442 80
462 332 26
223 21 76
107 335 56
228 330 34
340 273 96
310 57 41
478 483 14
195 483 54
43 320 69
173 311 7
104 431 61
228 31 75
43 157 11
51 470 69
34 396 60
324 153 44
194 342 99
20 133 85
259 466 37
309 348 40
10 11 57
377 277 92
23 420 14
4 362 94
117 156 88
154 323 34
305 408 32
391 99 54
102 167 63
217 51 89
282 315 3
212 311 19
458 433 24
488 486 77
462 433 42
70 141 98
175 184 56
394 429 63
163 288 68
40 327 43
444 331 16
50 97 10
478 83 1
437 305 76
366 467 40
214 453 89
47 90 59
211 205 73
366 185 42
347 416 44
319 80 85
342 245 37
480 280 92
262 335 28
223 320 61
307 387 96
52 348 77
108 310 77
437 217 56
13 308 11
417 379 27
111 7 43
216 481 14
395 84 33
32 323 8
86 315 19
108 303 55
298 386 5
485 28 24
326 251 6
73 232 48
232 433 22
38 49 1
84 177 48
160 130 37
301 160 18
296 334 11
176 426 88
323 88 59
109 380 85
201 286 61
31 272 48
400 67 99
455 73 16
449 328 23
351 170 99
349 73 7
66 422 4
413 230 61
415 428 98
152 148 39
338 131 39
215 247 63
412 154 50
293 348 100
376 206 72
78 188 34
76 300 98
143 229 95
28 247 74
458 231 84
81 472 7
101 396 89
340 69 59
342 269 65
340 353 92
380 342 78
78 248 72
358 110 5
400 90 78
173 198 54
290 356 94
197 228 91
56 112 38
241 114 13
373 39 15
388 359 51
287 115 73
359 387 80
478 223 83
404 8 31
465 142 42
93 124 31
232 54 70
118 124 19
375 280 94
445 428 52
478 170 92
229 402 86
380 34 40
252 172 35
1 192 98
168 480 1
305 463 1
60 397 63
137 346 76
340 98 65
67 376 26
162 69 93
161 322 43
458 259 2
152 247 3
24 216 96
74 204 72
267 378 8
203 426 4
262 173 51
29 460 55
53 136 82
463 153 24
26 307 93
69 67 95
73 221 35
189 350 55
148 169 64
459 268 81
333 378 16
88 375 26
355 209 65
155 411 89
58 272 66
121 219 29
78 17 86
141 490 1
359 209 76
214 78 16
312 105 44
453 173 75
7 425 52
390 169 55
493 474 75
457 462 42
50 132 40
461 59 46
230 483 16
77 379 25
186 80 66
397 3 91
347 388 96
166 195 47
83 6 73
422 94 83
279 113 72
170 426 69
484 89 12
260 321 43
173 85 87
452 18 64
207 353 69
300 120 28
499 52 37
31 105 20
138 465 67
68 386 5
375 196 63
158 487 65
252 92 20
374 249 51
425 89 88
500 317 10
445 203 47
466 219 16
138 194 66
115 151 82
433 317 57
263 239 41
22 188 38
415 109 80
358 357 84
340 120 84
89 459 56
44 279 47
122 375 63
333 111 30
50 214 54
170 350 73
46 366 6
291 140 41
238 257 18
83 396 34
408 293 59
36 481 3
446 24 72
474 34 100
465 55 60
164 402 78
182 242 38
385 390 80
275 337 38
16 403 18
467 295 90
253 83 82
90 164 45
202 353 35
270 310 76
159 75 99
484 76 28
470 489 37
435 17 94
2 125 86
474 389 98
176 87 74
316 290 32
311 176 5
317 480 59
15 459 18
316 291 39
322 97 36
22 190 59
272 18 6
76 404 19
224 174 44
498 331 88
469 315 38
346 367 49
77 147 71
254 243 40
404 338 99
209 96 29
268 355 46
472 64 21
301 154 49
488 84 39
466 410 21
196 400 71
448 67 71
335 57 77
169 31 29
216 82 20
39 7 81
388 132 3
251 176 68
391 490 6
32 174 26
98 423 71
345 457 1
167 16 72
419 314 4
302 412 17
359 437 41
186 82 57
278 373 73
338 298 61
307 265 25
63 163 32
382 227 27
123 216 74
238 83 74
428 244 43
377 102 72
414 401 42
412 171 72
192 457 50
148 358 13
422 338 16
143 151 5
158 101 64
265 395 86
469 306 4
152 53 64
34 488 33
218 247 87
153 457 51
88 115 74
259 445 17
442 393 1
456 48 88
295 349 6
168 8 86
216 468 95
279 316 50
21 259 85
216 182 25
323 129 66
130 264 39
191 143 71
252 145 35
63 181 95
71 174 3
68 487 60
162 390 70
96 409 49
366 254 22
385 224 22
334 236 43
67 406 57
26 429 35
493 12 5
366 78 55
244 234 15
398 475 81
210 318 21
461 138 3
461 250 96
149 157 63
119 316 29
102 50 75
9 239 70
104 115 46
141 297 31
350 270 65
473 398 47
417 469 65
462 202 70
466 21 62
354 77 51
456 203 11
93 159 63
446 187 82
433 113 14
64 488 74
106 446 91
115 154 29
57 318 48
178 316 28
132 416 87
41 232 10
199 37 5
306 384 37
198 353 27
451 354 63
319 22 93
32 444 30
446 209 68
466 95 39
481 388 44
459 392 97
142 491 3
64 38 77
420 42 81
314 248 81
85 321 69
112 238 42
187 318 33
190 129 31
18 351 21
401 86 30
306 122 45
451 305 9
367 288 29
195 191 86
497 352 89
301 348 60
418 167 86
202 46 30
177 270 79
293 308 91
276 324 91
412 33 37
61 104 11
488 286 74
85 385 34
396 71 11
466 200 17
388 424 77
388 86 5
12 43 66
266 346 36
258 448 99
214 101 50
423 118 56
300 138 62
434 474 36
482 248 46
31 394 53
181 333 49
205 139 85
78 310 11
156 207 47
379 134 10
133 468 98
233 170 2
33 44 81
144 74 20
457 34 9
379 210 76
159 164 81
121 382 87
9 456 25
419 219 95
214 117 41
196 311 53
340 313 3
473 11 58
441 95 45
380 198 44
177 178 25
295 199 41
493 330 43
90 357 94
17 486 20
412 47 63
359 289 79
377 164 19
427 99 70
431 89 71
426 456 76
358 354 8
386 230 23
334 495 59
195 77 20
335 364 93
226 105 89
233 240 18
453 166 82
283 350 36
410 124 85
286 494 71
86 100 43
285 403 72
191 301 72
286 80 74
125 62 90
93 59 6
59 274 13
325 17 17
242 144 42
281 104 5
152 436 59
243 19 78
148 217 81
132 48 87
87 357 68
263 404 19
83 127 92
208 481 76
31 234 82
173 183 82
350 496 4
404 255 24
215 390 22
9 451 21
81 238 49
339 43 79
64 19 59
176 391 20
269 424 59
367 122 51
185 487 48
445 220 73
7 171 47
204 449 59
302 153 58
487 203 13
402 449 3
347 201 14
416 340 71
156 452 3
298 314 38
271 303 13
115 173 86
135 46 60
377 136 46
282 182 23
100 443 100
125 254 42
447 321 22
101 38 15
41 456 45
350 280 94
27 125 14
365 481 15
219 428 27
287 472 22
268 398 97
41 299 6
374 237 51
33 485 75
306 304 10
454 9 28
338 130 32
435 70 4
108 90 30
419 464 77
345 134 6
368 21 48
327 79 82
453 240 97
392 441 29
197 404 40
424 420 71
447 422 98
457 85 44
47 415 25
422 161 16
105 60 80
104 240 14
18 348 56
315 84 77
305 485 54
450 494 20
154 353 26
21 241 10
218 338 11
174 69 15
242 448 39
90 4 64
457 153 56
174 394 54
288 326 33
161 90 21
112 87 11
210 258 80
375 450 92
449 413 17
480 312 25
23 120 4
333 396 56
431 56 78
476 210 29
112 38 16
367 330 41
