500 5000
339 466 71
499 4 26
265 173 49
365 433 76
399 191 78
493 204 1
237 218 70
212 352 80
44 58 23
173 452 70
392 434 9
444 38 76
367 147 49
349 17 88
487 362 78
479 168 71
442 378 3
105 414 51
226 154 76
234 50 12
24 247 38
23 326 99
119 19 48
230 392 88
33 379 90
404 212 63
69 416 94
93 14 25
315 27 21
428 102 100
263 229 41
495 217 90
339 214 11
453 153 68
239 293 62
445 438 8
154 459 5
371 101 48
470 386 39
350 328 46
371 260 29
422 418 41
482 500 23
394 205 94
63 287 1
112 50 17
280 92 98
402 135 2
362 262 86
98 4 19
426 468 41
419 411 66
398 67 34
271 330 85
159 126 73
164 407 95
75 363 54
7 98 78
345 202 96
252 467 1
297 78 70
224 480 67
416 40 97
273 448 17
135 310 9
480 241 27
202 296 95
227 271 99
174 289 19
402 84 39
113 336 69
253 134 82
248 45 34
7 12 48
408 119 55
500 118 2
251 99 91
352 385 54
338 416 93
434 340 96
264 327 75
181 125 76
185 337 41
242 184 14
19 414 22
132 201 83
485 60 52
143 500 25
208 88 100
164 119 26
453 314 41
203 295 10
350 432 15
111 326 44
393 484 37
357 277 47
120 431 4
164 429 92
257 486 82
133 460 82
232 233 42
29 411 97
160 32 96
420 249 78
416 203 58
321 323 12
174 97 51
7 304 51
372 484 63
204 410 91
90 288 69
356 417 37
447 112 26
309 152 77
230 166 55
200 9 7
101 495 71
441 316 26
429 141 42
251 248 51
25 57 75
359 79 56
53 420 40
121 88 90
408 21 30
261 197 71
431 427 95
342 240 49
186 417 37
270 107 81
493 244 47
261 6 84
291 224 62
141 32 47
324 71 89
19 132 12
314 333 10
279 25 98
243 411 44
159 119 84
478 190 42
118 7 35
189 169 68
182 273 62
363 390 22
390 265 33
155 303 16
279 55 14
253 123 3
164 295 28
493 63 47
269 243 23
486 252 59
22 404 56
158 202 92
65 114 19
319 113 67
108 155 51
251 471 1
126 209 69
344 101 87
389 175 45
357 122 74
246 146 98
276 442 3
237 364 71
11 138 37
73 426 56
210 145 48
226 120 66
482 81 86
121 467 72
489 405 58
101 308 48
162 411 78
211 187 74
158 71 27
415 304 2
382 236 59
343 345 55
87 338 40
175 179 84
412 65 74
187 433 32
301 141 90
155 261 39
56 471 67
85 80 34
178 183 3
299 149 32
159 7 95
279 243 29
27 51 37
338 88 90
198 398 22
286 84 34
199 142 41
413 216 67
125 481 39
201 69 43
295 293 51
297 368 59
203 423 84
393 162 33
156 377 21
258 237 14
475 339 18
14 93 55
143 161 32
77 228 53
325 121 77
366 458 13
305 252 94
397 407 75
433 67 91
191 323 78
85 1 96
307 219 1
376 272 26
385 25 2
360 348 92
123 365 53
458 106 59
462 69 70
76 329 73
278 128 87
241 295 26
441 125 85
482 214 69
63 441 71
70 291 93
168 176 60
479 333 88
234 279 71
32 493 32
227 322 98
316 257 50
204 352 89
237 487 81
100 140 100
81 373 45
418 116 86
148 382 9
369 249 95
458 275 64
184 136 88
269 78 17
411 460 50
347 156 51
153 134 38
311 378 7
27 477 16
161 295 72
140 298 8
374 115 66
492 460 37
338 351 28
211 50 62
228 286 64
142 118 17
262 397 20
481 164 25
387 135 98
356 352 65
369 320 90
20 406 66
428 120 53
193 177 57
24 134 25
296 104 99
64 72 94
341 450 53
150 67 56
3 456 71
171 370 71
324 119 73
184 323 1
292 403 6
485 429 22
421 276 57
222 157 66
338 248 77
42 479 24
368 110 68
177 307 43
62 82 43
54 385 15
254 270 59
286 71 100
99 340 73
461 192 47
47 445 55
144 167 46
8 136 93
415 410 13
159 232 23
465 177 14
273 437 32
413 167 99
253 467 78
202 448 18
2 102 69
460 264 50
417 194 38
366 144 11
206 148 66
449 112 30
423 396 32
21 82 99
192 264 44
15 336 11
422 363 36
235 321 11
104 54 71
397 450 16
376 43 81
346 249 79
41 108 100
31 150 19
181 426 84
6 49 56
52 441 60
145 5 75
435 368 25
330 451 47
331 219 76
337 184 15
499 285 8
125 366 60
494 22 48
89 134 69
375 360 61
396 316 53
433 491 73
257 27 69
244 380 24
116 438 35
483 166 11
165 300 11
160 220 35
142 214 88
248 408 30
194 334 84
490 46 82
278 382 77
74 19 38
385 366 73
496 309 60
129 213 90
255 55 84
207 437 26
489 66 27
460 173 97
200 49 53
333 187 5
231 164 57
205 397 39
377 276 53
72 343 52
361 26 96
206 379 92
54 196 46
368 277 72
389 175 26
466 476 78
279 458 85
482 273 88
29 330 76
220 374 82
106 442 22
40 360 93
277 107 13
14 185 8
140 159 18
76 150 38
363 181 50
292 454 67
380 403 16
128 442 99
118 409 80
312 330 73
7 200 75
151 38 35
187 395 1
1 319 91
26 225 37
429 126 16
27 123 36
52 187 35
434 100 57
461 14 85
190 279 99
63 373 29
277 25 73
51 304 55
380 323 91
319 477 17
125 173 57
349 391 58
417 322 91
40 111 55
465 193 42
338 296 11
258 291 100
329 435 51
299 219 26
194 286 86
35 413 72
478 435 20
471 225 2
43 113 31
400 235 97
386 403 6
439 47 91
309 459 41
411 302 82
456 39 62
85 50 46
409 367 19
349 137 18
408 155 94
360 220 83
470 366 54
499 170 24
194 11 29
87 273 63
176 29 39
365 88 38
193 127 7
396 335 7
460 404 70
80 350 38
234 400 49
255 243 20
409 355 42
376 157 20
264 5 9
303 392 88
320 407 97
488 318 89
345 372 71
375 38 57
143 324 78
320 441 70
259 274 30
409 35 93
143 450 43
324 335 15
288 384 3
87 340 8
292 412 64
336 119 56
52 330 89
429 373 14
338 181 4
499 352 54
303 329 62
109 458 27
185 439 54
438 92 31
265 165 62
498 153 50
400 318 34
130 231 3
482 162 98
82 183 12
162 295 70
395 431 67
301 198 31
38 381 84
494 189 12
358 375 95
96 364 21
431 169 54
476 405 39
69 153 97
90 44 36
319 7 12
323 454 32
297 77 34
199 438 24
422 228 12
153 382 11
331 26 67
110 469 90
288 382 40
128 433 29
208 453 15
497 404 79
120 62 3
228 310 81
39 384 39
206 359 21
205 450 51
311 130 41
358 66 41
119 44 43
264 161 48
194 348 21
163 93 9
86 286 85
78 117 21
65 456 82
392 148 18
100 133 61
65 367 69
456 432 18
33 495 57
298 17 32
463 171 96
276 180 72
198 244 95
209 260 40
477 290 71
442 303 46
396 329 83
219 55 6
443 178 30
226 58 93
397 372 40
383 493 29
27 165 27
255 347 90
227 431 57
420 238 38
362 88 17
214 395 14
245 239 100
213 133 30
103 287 21
161 232 18
183 239 89
439 437 62
263 366 99
452 380 54
338 380 45
121 26 44
253 221 31
378 389 90
352 167 37
429 312 72
441 105 3
265 51 46
473 415 48
392 487 5
264 195 51
348 262 38
249 479 70
294 40 48
211 335 49
58 4 2
239 257 51
494 32 39
175 447 30
135 268 33
136 396 92
184 383 79
405 15 68
303 402 33
236 151 100
127 437 51
4 230 32
208 230 38
361 450 7
432 115 38
163 417 51
155 491 67
121 353 94
130 247 100
489 191 67
12 172 87
470 294 88
407 294 8
81 271 71
221 4 52
139 180 11
101 373 78
365 324 95
366 267 4
407 86 36
377 407 59
83 247 98
142 483 67
287 170 86
398 117 61
400 46 95
448 70 60
446 182 28
237 256 6
326 465 90
380 418 4
96 387 46
272 305 45
404 212 96
140 382 90
178 186 76
16 53 38
48 418 60
127 482 24
273 25 1
439 124 28
201 273 11
2 298 2
456 169 90
370 255 17
247 298 18
175 102 64
47 14 50
482 76 24
203 232 92
354 422 13
468 137 16
371 157 78
446 107 99
317 259 54
224 451 38
135 106 8
212 393 28
47 193 17
7 415 36
431 102 73
278 34 99
266 353 86
234 13 20
187 387 73
330 160 70
455 328 31
368 50 91
154 306 87
132 267 46
384 117 39
61 368 36
337 484 89
169 34 71
244 468 92
398 328 6
390 372 80
237 239 7
330 208 27
401 127 68
393 149 44
8 185 95
466 78 51
490 22 84
217 443 56
213 109 100
19 231 67
237 168 64
40 314 5
463 65 55
388 115 87
90 332 82
328 471 87
225 139 54
467 401 76
139 415 33
239 166 78
53 161 2
144 483 12
19 399 78
376 147 53
392 47 20
9 237 68
250 157 85
344 12 35
232 484 54
169 29 16
259 130 86
37 171 65
316 33 48
33 347 80
154 400 64
196 434 4
154 212 15
261 446 43
258 150 40
362 255 75
379 298 88
229 130 13
60 200 76
94 369 54
390 190 80
92 497 9
185 396 20
353 46 58
263 289 86
357 146 25
93 193 57
269 15 74
340 386 47
40 181 40
380 384 48
167 58 24
54 271 37
312 415 65
1 135 26
427 105 46
186 370 77
263 3 49
281 373 99
167 55 46
310 496 96
188 129 56
364 317 14
90 33 33
240 267 85
278 73 30
59 152 60
290 223 90
23 188 58
149 151 31
338 125 64
263 375 94
86 226 91
145 104 73
103 43 50
296 160 75
59 23 50
150 369 54
60 381 61
468 66 7
288 277 2
124 320 93
301 47 70
223 311 71
210 132 6
287 371 20
497 255 50
313 148 97
83 221 65
392 417 35
269 469 42
326 358 41
288 205 11
22 458 5
24 384 52
214 14 42
391 195 51
369 101 7
260 80 6
53 387 25
45 401 2
64 188 2
48 487 38
294 386 93
294 371 59
367 277 39
456 189 22
159 324 44
489 488 85
435 473 7
299 48 15
61 305 62
421 462 15
225 321 48
384 304 8
190 59 86
341 181 87
99 331 25
460 488 62
81 454 15
34 271 47
396 283 61
455 352 64
483 349 47
361 328 8
394 142 90
197 297 75
81 27 83
67 215 75
69 270 63
69 38 93
179 235 70
292 379 59
434 299 50
196 204 69
492 209 14
242 498 68
26 168 58
495 225 15
455 352 23
153 220 74
312 483 87
425 356 78
222 387 92
272 270 66
436 421 54
72 20 74
48 219 20
477 86 78
398 281 34
400 47 23
168 130 90
160 280 88
358 234 16
477 204 19
164 312 75
26 15 39
22 185 3
129 438 51
121 78 32
132 214 23
52 245 86
260 33 56
305 480 30
4 297 12
163 374 23
341 173 72
33 231 42
105 265 27
2 144 3
412 29 62
207 85 87
100 103 17
248 150 9
481 301 98
379 204 14
335 132 18
285 375 79
375 451 11
343 287 33
356 448 28
143 199 64
337 152 75
393 10 50
418 123 80
480 126 18
37 425 53
21 350 100
55 67 93
339 378 20
19 400 16
476 293 63
309 413 2
37 481 73
282 11 48
193 219 61
67 42 55
132 69 40
121 143 27
312 91 13
243 430 1
120 468 50
379 147 8
99 91 9
290 16 41
280 212 73
341 491 84
60 420 36
369 367 79
55 93 74
224 100 65
75 236 62
123 128 11
177 89 83
448 331 88
8 238 46
234 302 12
180 241 44
228 451 60
276 149 30
449 174 75
386 186 67
447 315 18
70 495 93
171 304 81
6 192 70
293 467 23
354 226 50
453 236 19
476 382 64
155 474 90
381 80 33
117 252 80
336 18 49
69 80 35
325 243 33
469 224 22
306 71 35
385 228 89
105 68 77
293 178 50
424 367 16
370 131 37
159 165 44
394 221 46
249 16 97
289 447 17
356 365 99
158 221 45
20 157 100
7 182 27
361 354 93
157 101 80
45 361 19
34 476 30
387 246 68
174 64 100
462 93 10
154 254 36
29 475 66
351 412 11
218 380 34
278 33 7
273 49 69
313 355 39
62 97 71
332 237 14
140 36 9
390 266 7
355 348 66
40 390 98
393 218 60
55 16 58
207 495 86
427 379 35
272 81 91
247 368 25
461 394 33
303 488 28
194 381 33
308 423 31
446 2 18
166 118 49
418 452 53
184 206 28
225 179 65
199 22 80
152 21 15
184 153 56
237 53 99
314 359 13
417 453 81
92 3 52
49 366 90
87 204 12
211 276 24
367 106 67
159 173 40
231 279 34
112 490 89
280 410 25
222 261 30
273 35 51
82 441 24
124 209 20
333 225 84
237 152 88
19 441 95
28 465 36
86 222 91
117 72 81
286 197 27
360 494 33
370 446 30
66 376 82
40 134 85
128 387 2
422 89 47
245 77 33
244 84 80
386 225 51
166 244 77
472 69 56
373 498 43
112 351 55
244 193 84
209 115 50
431 179 45
43 386 99
52 383 85
431 178 66
20 169 51
448 299 27
273 103 65
220 252 21
483 16 82
445 203 64
138 195 32
293 322 32
345 397 20
218 127 43
69 32 32
289 498 1
5 269 22
39 143 96
12 265 36
370 77 5
422 72 98
108 432 65
303 2 40
400 341 46
399 42 42
221 168 85
341 169 1
443 102 6
295 274 65
427 157 86
21 320 84
37 217 86
140 363 70
364 160 47
180 282 15
169 61 100
16 8 52
10 373 16
3 263 17
146 71 96
345 296 88
386 201 7
245 82 12
90 339 33
80 360 15
217 74 49
141 8 86
391 203 5
44 223 4
52 261 47
488 115 19
9 121 27
123 176 10
136 411 60
336 154 4
404 418 85
76 399 5
236 82 56
396 392 55
362 470 49
395 150 25
57 441 32
447 147 89
164 165 65
311 446 48
326 380 55
87 332 65
317 136 79
454 376 44
479 4 66
485 452 15
75 391 18
430 171 16
356 65 5
352 335 30
296 121 16
301 248 22
171 88 5
230 206 56
427 487 59
130 162 41
74 313 36
96 118 42
40 185 63
175 165 73
137 69 95
10 136 14
222 490 3
145 443 39
37 64 89
148 123 13
460 195 73
357 360 39
385 348 36
298 185 32
169 314 90
425 342 52
104 247 9
326 78 49
79 333 41
318 247 52
22 72 97
21 392 74
71 36 65
25 149 97
285 172 81
456 101 29
229 23 39
154 234 54
476 444 46
38 370 71
173 460 31
203 432 85
92 30 33
307 158 34
162 155 73
167 422 21
35 296 83
321 198 28
251 33 96
147 180 5
453 388 78
157 120 59
15 121 87
491 194 11
174 300 84
145 117 3
202 492 1
436 277 96
156 450 3
161 339 69
172 160 7
137 405 79
489 335 14
54 435 17
33 478 11
199 312 25
289 234 62
490 114 79
90 3 63
372 248 12
32 435 45
415 319 88
179 272 21
369 93 50
469 318 59
228 480 96
355 238 86
99 65 21
408 184 98
98 43 20
424 232 60
34 154 80
167 299 56
95 72 43
121 95 65
340 250 59
423 36 4
423 296 74
9 419 59
277 157 18
20 78 18
48 466 44
466 59 43
250 449 48
81 489 23
486 207 3
231 360 2
374 387 14
385 257 17
260 338 21
434 350 73
146 128 99
58 473 89
64 366 25
131 222 58
96 344 26
156 45 97
309 416 64
116 63 44
212 32 76
472 98 18
130 121 66
256 440 33
240 369 12
428 259 9
341 483 99
14 131 43
171 287 69
381 343 25
375 190 1
465 338 25
421 290 95
240 56 59
290 296 80
481 445 40
131 325 82
301 456 79
445 29 13
24 451 28
68 183 62
79 334 65
494 481 29
140 253 85
87 21 40
57 372 49
122 87 66
68 285 89
495 280 77
485 103 92
454 227 35
104 37 23
436 172 57
225 39 90
354 427 6
328 20 11
237 287 87
439 302 51
144 47 65
222 346 26
43 330 1
442 183 49
354 3 62
195 15 34
136 399 6
170 444 79
65 117 31
354 342 51
419 16 74
313 6 55
273 243 72
365 350 98
1 130 22
264 369 10
297 23 86
282 178 20
177 152 3
468 189 3
48 428 68
241 290 77
389 118 63
229 167 90
397 242 44
134 406 7
496 86 9
249 457 72
351 147 45
468 290 27
35 363 34
347 130 61
23 421 68
291 286 92
80 491 22
209 195 65
316 207 10
52 483 41
399 494 96
395 374 39
426 331 51
14 241 86
430 319 69
364 493 55
468 312 83
478 299 34
335 372 75
430 435 86
231 339 52
27 26 28
416 239 31
411 475 23
121 492 11
385 200 51
138 273 42
452 49 42
354 217 13
3 64 30
469 433 73
430 153 100
106 459 56
304 283 98
435 2 9
104 52 23
466 294 5
217 190 53
248 257 93
195 1 54
394 20 94
259 321 83
305 119 28
348 150 80
320 167 55
494 347 18
115 480 97
106 96 37
371 477 22
165 348 46
83 336 79
233 483 78
197 250 84
332 492 57
271 403 85
221 174 59
208 447 6
169 395 30
422 99 64
45 147 15
387 260 82
246 93 36
230 301 100
331 383 57
270 452 87
57 316 2
134 87 41
25 485 79
241 381 34
213 291 51
227 441 86
333 242 21
219 65 4
210 284 61
238 307 92
479 61 62
139 451 16
234 495 4
195 271 82
217 332 12
489 440 63
11 454 65
200 181 3
293 167 70
173 332 54
327 54 94
346 268 70
391 362 42
429 198 75
233 173 23
358 499 14
145 335 84
452 110 52
460 47 15
56 464 5
111 28 40
468 336 58
144 50 63
264 247 94
4 218 45
446 219 68
354 402 26
215 63 21
465 259 39
425 51 18
349 433 41
322 97 40
144 321 73
425 228 86
382 170 68
388 320 23
302 355 12
249 106 65
194 413 89
137 497 22
284 301 88
236 406 7
86 429 61
496 170 71
384 407 85
300 273 73
276 73 9
199 374 36
407 440 8
2 52 53
58 147 66
213 385 95
319 22 68
264 227 69
169 154 7
163 437 63
29 160 59
143 359 93
251 114 54
118 28 40
308 283 27
190 347 77
23 203 15
212 361 64
414 380 29
138 278 45
38 235 11
367 467 90
158 464 76
386 393 74
181 423 18
464 218 78
455 414 15
484 169 33
497 277 48
335 434 69
64 239 92
377 482 5
258 205 50
441 395 17
461 204 1
228 57 85
55 24 81
117 282 19
385 428 66
492 476 3
186 224 77
37 489 27
13 267 44
378 259 29
151 205 9
371 116 97
39 439 72
217 477 1
430 87 63
5 307 3
433 67 37
372 80 18
443 464 60
187 276 47
409 311 37
137 161 84
238 45 18
390 315 33
313 430 58
476 287 4
30 462 68
486 382 88
106 9 97
32 266 82
462 165 20
281 95 89
86 118 83
214 199 40
339 7 98
190 261 16
440 270 33
305 112 52
415 264 29
381 399 56
99 50 47
15 140 37
327 58 58
133 333 93
39 357 7
429 125 46
33 238 4
133 439 23
198 292 100
182 106 66
64 404 80
288 386 94
29 251 95
319 392 60
481 304 12
282 220 86
313 226 68
114 268 31
54 220 60
376 248 59
217 359 14
59 197 27
463 381 14
383 124 28
125 260 31
367 268 88
381 442 72
398 127 58
98 436 93
187 195 92
336 385 22
125 156 83
92 176 1
252 438 73
147 481 44
134 22 39
309 74 46
45 231 16
293 448 51
69 22 58
98 149 94
412 144 75
393 55 96
42 46 5
496 181 36
463 78 26
290 272 75
209 282 59
367 416 63
108 238 65
216 362 48
78 258 49
225 455 24
172 313 13
220 266 67
464 165 31
298 190 65
494 443 50
325 62 11
170 176 1
204 387 41
144 474 96
396 31 30
266 15 65
149 118 87
83 223 43
69 94 97
226 455 64
487 13 87
465 383 31
210 412 43
355 171 9
481 466 85
56 394 15
208 188 3
283 165 79
32 235 19
66 425 46
378 221 36
260 427 17
99 9 46
335 491 84
330 408 99
283 256 58
114 329 31
377 253 56
116 220 96
433 309 81
14 274 92
326 473 64
369 229 90
495 244 20
188 289 25
428 415 11
250 297 14
304 140 8
286 456 78
63 230 43
69 247 12
428 164 19
391 129 24
460 91 86
408 223 40
277 325 40
481 6 2
383 440 86
364 15 24
48 78 75
153 214 19
27 330 78
158 283 95
137 280 82
415 251 52
156 341 87
132 110 66
357 3 44
142 473 49
341 233 10
330 315 49
57 125 21
303 495 53
46 143 10
367 458 56
424 214 99
100 307 2
289 463 19
260 270 11
237 119 72
111 339 76
405 424 97
97 453 57
496 175 16
40 325 86
215 285 59
57 329 18
197 143 50
280 216 95
448 215 10
11 243 55
36 119 36
147 479 13
251 445 63
308 86 77
49 233 46
401 311 97
171 294 77
170 80 83
95 146 92
96 439 93
302 155 77
439 191 60
486 41 61
209 160 14
333 256 57
373 84 6
449 185 3
375 347 36
414 43 1
224 45 57
498 34 60
179 70 90
245 44 4
265 16 97
466 295 75
463 230 80
373 27 60
147 189 71
391 169 91
49 80 59
321 26 65
209 42 9
104 289 94
461 302 46
22 19 54
388 454 68
454 135 53
168 436 53
271 202 86
268 479 84
199 445 10
72 308 13
273 131 90
434 214 78
499 318 51
344 417 25
40 104 4
216 158 18
226 361 54
137 465 81
60 158 11
258 301 34
55 274 15
468 247 78
91 118 74
430 26 18
95 397 15
443 251 51
242 497 45
427 232 91
144 488 54
31 221 50
184 62 86
214 72 75
82 280 56
223 323 3
149 465 10
474 368 77
255 60 29
233 332 11
21 249 1
470 469 76
309 3 1
152 367 70
318 171 28
490 278 78
60 379 19
92 305 58
112 190 32
78 19 31
81 495 31
484 34 24
48 417 68
423 449 13
275 104 66
485 29 78
395 82 46
474 485 51
484 206 30
466 258 60
483 88 50
112 412 11
253 181 76
377 496 74
447 26 100
382 274 86
379 396 89
109 370 88
25 121 42
446 457 98
498 234 80
332 19 69
312 246 48
224 179 40
220 487 84
405 435 96
88 49 26
489 299 38
59 356 71
220 208 31
310 342 91
278 493 91
252 179 82
462 105 62
183 98 34
113 494 77
30 144 56
106 79 88
411 466 3
149 214 65
479 244 48
418 50 4
474 275 59
15 47 60
141 99 3
311 215 35
13 143 96
241 335 38
263 414 45
264 366 86
449 179 49
295 360 3
311 281 56
28 473 98
280 365 42
311 273 45
79 31 4
40 7 53
227 118 31
52 416 76
98 392 76
118 386 36
478 337 15
155 374 88
442 409 56
240 404 28
245 66 1
104 119 82
472 398 56
358 126 95
305 233 99
76 314 65
424 412 38
105 145 4
132 11 96
198 42 87
432 238 91
446 29 91
342 51 44
206 219 80
67 64 99
326 54 6
336 441 81
195 117 19
406 152 40
251 405 43
349 201 42
301 211 53
251 206 80
177 234 24
145 331 98
466 145 4
415 296 40
106 273 55
363 418 24
99 298 18
254 318 30
69 54 41
128 280 40
209 334 57
429 78 82
367 351 12
473 143 64
23 271 97
113 334 5
31 173 35
52 96 35
149 24 77
389 461 77
195 393 6
437 322 21
466 325 4
268 348 83
430 118 44
338 340 26
264 168 3
207 179 7
403 131 62
4 362 58
416 315 61
424 70 10
478 65 73
242 219 77
435 474 77
288 156 91
328 109 86
471 151 69
336 74 37
319 291 9
125 423 67
170 15 4
287 494 26
77 435 2
116 310 40
498 164 33
304 464 47
303 444 84
130 32 26
320 441 97
30 205 20
454 469 62
227 120 39
110 255 32
500 492 83
22 360 65
189 437 38
45 250 72
7 39 83
48 292 39
77 328 58
82 182 38
87 313 79
147 374 12
488 287 44
41 469 32
103 332 75
241 132 38
75 48 28
187 6 57
228 323 37
220 402 10
182 247 52
19 385 76
361 29 4
376 399 21
435 119 75
286 447 45
135 170 4
449 48 82
259 59 37
283 185 12
82 451 69
421 133 38
1 360 72
136 295 92
299 100 21
325 162 59
108 143 84
96 270 33
87 164 87
288 400 80
136 383 84
477 127 97
63 435 92
298 479 11
175 15 69
451 276 8
271 166 98
365 93 39
62 403 94
136 239 40
464 162 91
303 475 90
418 262 95
248 243 96
260 500 73
365 338 21
333 204 8
188 144 82
18 284 7
247 401 68
380 80 61
365 78 32
461 143 61
303 228 96
316 146 37
211 72 38
196 229 51
390 389 47
317 381 21
488 428 83
292 252 92
373 221 15
261 490 36
100 115 76
31 58 14
96 473 59
391 259 69
432 414 22
480 109 3
118 84 56
451 463 2
402 368 33
173 424 78
332 78 62
119 492 71
406 200 99
336 100 58
21 314 50
249 410 43
175 60 8
231 183 45
24 191 10
439 430 35
295 225 85
66 237 12
346 124 73
54 214 4
282 230 69
348 397 33
242 327 54
466 159 59
204 463 99
258 197 44
8 284 73
276 105 50
270 10 23
477 80 18
227 252 24
19 254 76
65 66 28
403 455 73
3 459 24
31 400 70
4 53 92
452 399 52
158 372 76
380 3 69
284 373 97
319 322 81
247 70 53
176 382 62
250 139 37
288 406 21
478 44 32
132 445 83
146 102 40
54 481 59
359 194 47
216 40 28
295 484 60
74 390 20
158 18 52
155 274 65
163 493 64
307 103 47
160 380 68
377 129 64
157 197 12
145 435 64
335 500 76
352 158 81
16 301 6
481 455 27
461 81 50
11 33 29
32 161 13
474 467 76
197 304 5
33 156 98
480 468 90
256 206 86
102 276 22
190 298 7
499 472 61
100 302 24
187 296 96
119 302 53
381 332 82
150 292 31
234 325 37
339 482 33
2 224 86
443 161 85
369 359 27
60 45 6
477 194 60
419 298 97
282 193 82
28 308 75
186 199 29
26 427 76
170 178 12
445 168 31
53 312 50
441 216 12
215 146 82
202 291 41
322 231 72
360 173 40
396 237 48
262 403 65
73 22 24
80 227 49
144 47 21
312 249 52
4 247 45
210 241 70
452 194 83
146 398 47
303 129 97
373 109 17
199 493 86
196 406 99
191 426 58
496 274 76
215 103 10
278 436 56
296 104 73
302 13 85
17 264 11
431 271 11
80 210 43
8 254 45
100 430 30
21 98 66
72 456 96
209 459 21
231 464 85
186 394 9
145 79 49
190 25 84
345 82 88
305 333 52
13 297 17
167 448 56
297 318 18
426 493 21
441 141 50
467 495 30
476 172 55
133 247 7
229 418 58
96 349 6
413 27 4
339 455 86
1 489 31
450 32 27
41 358 72
480 105 68
379 413 68
122 155 61
370 373 100
213 477 65
60 478 26
229 20 23
83 408 8
413 124 93
185 401 6
161 394 30
173 375 8
59 79 98
204 453 61
111 379 70
375 257 42
248 45 15
116 374 40
432 55 75
310 108 66
256 420 20
258 374 82
100 415 53
335 461 83
457 10 18
226 410 45
34 237 91
342 48 48
59 448 50
317 207 84
92 321 83
288 116 39
382 499 13
40 457 64
67 499 48
378 375 25
141 258 85
228 178 29
88 183 14
95 307 21
333 49 41
39 338 41
92 78 13
313 343 84
449 143 90
19 166 58
202 141 85
346 257 15
389 111 84
114 426 46
325 135 61
339 263 92
415 334 93
273 391 97
316 339 22
464 132 10
167 476 50
408 324 81
301 111 27
168 266 99
172 23 8
104 394 77
412 293 75
12 97 55
394 334 67
275 461 87
200 293 17
338 432 51
108 86 53
275 193 52
331 97 41
237 76 17
221 417 16
222 403 75
320 75 81
9 14 32
130 214 80
297 187 21
464 103 18
328 378 7
446 147 99
143 23 25
139 320 96
87 420 56
459 236 6
123 460 16
148 9 92
489 497 10
462 418 39
8 170 79
236 382 40
428 109 9
214 94 80
102 264 33
463 214 18
345 35 9
377 371 96
459 371 98
193 1 2
196 435 28
155 52 56
301 168 39
392 244 13
296 281 71
100 136 51
122 398 41
62 65 36
422 129 49
399 395 67
499 242 26
325 367 62
485 112 77
296 319 24
362 31 99
121 295 45
219 443 74
324 188 60
411 395 26
485 437 80
419 12 92
176 454 59
46 50 92
353 233 68
347 328 88
119 277 31
171 212 30
163 300 98
199 290 50
482 283 19
294 27 56
274 338 7
35 42 56
284 342 86
142 184 37
440 16 9
28 333 74
352 413 26
152 223 88
226 22 92
95 182 10
74 152 70
311 299 61
102 149 12
195 381 77
307 342 30
40 49 100
33 291 70
31 321 45
265 362 2
290 430 71
158 225 40
361 283 8
323 294 25
216 303 74
4 321 29
375 73 26
383 262 85
234 246 36
88 100 83
56 24 97
111 418 53
278 114 7
317 64 91
194 430 12
442 242 58
320 440 64
194 6 11
303 307 21
325 369 11
266 222 92
134 185 22
396 390 22
244 460 47
189 207 67
311 34 27
144 375 21
140 261 11
453 476 28
200 346 73
118 9 19
330 135 62
246 341 20
241 84 39
370 146 24
271 123 61
238 393 7
361 140 65
381 34 85
9 331 6
110 335 92
327 170 71
150 411 73
205 195 30
52 185 41
303 235 9
448 64 23
159 90 36
447 127 57
442 281 49
347 428 6
279 172 63
29 362 60
159 130 5
448 33 16
443 381 7
110 67 5
285 76 23
414 35 15
398 45 30
159 175 100
427 265 100
226 231 67
71 432 68
397 361 96
212 91 97
37 92 98
171 92 13
95 267 85
154 16 95
27 91 84
497 340 36
384 492 91
248 499 29
486 81 6
224 304 50
103 290 22
283 73 77
305 84 14
78 91 18
250 69 22
346 45 94
196 303 4
489 455 84
421 177 47
460 46 75
396 203 94
12 262 53
320 111 16
140 118 34
482 68 95
427 80 62
313 239 70
266 128 54
413 171 87
182 71 83
488 157 62
288 391 73
192 464 100
387 41 81
77 63 33
90 259 55
132 257 95
494 217 69
88 242 47
449 178 28
385 291 6
432 265 43
13 184 68
409 52 17
410 419 62
366 186 34
263 259 47
389 8 27
423 352 84
488 395 74
130 403 69
350 313 70
334 9 20
215 13 76
425 45 69
51 53 65
384 115 75
58 361 71
257 292 70
226 250 19
16 130 23
384 74 80
462 138 87
427 457 14
290 321 34
160 137 73
147 250 12
172 306 61
7 220 61
209 251 8
43 194 5
132 393 100
236 348 76
306 133 14
400 309 99
250 366 91
449 214 97
109 492 1
97 316 52
61 373 78
369 312 44
172 279 26
159 40 52
340 300 16
441 272 16
268 40 15
19 322 14
47 243 12
176 52 100
339 146 58
391 404 86
126 272 6
464 183 90
40 265 67
99 435 36
318 495 65
99 123 21
468 198 9
479 302 9
85 93 6
212 355 8
307 409 22
125 104 37
481 38 50
30 199 42
242 260 17
191 379 32
121 462 76
389 38 56
181 139 71
233 301 70
488 450 40
238 101 74
454 398 20
412 197 48
331 374 86
325 59 48
63 49 32
213 111 42
387 260 12
